sentence	predicted_label	True_label
आपको बता दें कि बीते छह वर्षों में इस संगठन ने उत्तर पूर्वी इलाके में ऐसे और दूसरे अन्य हमले कर हजारों लोगों की हत्या की है।	FEAR/ANXIETY	FEAR/ANXIETY
शहर को पानी की सप्लाई करने वाले चार जलाशयों सूख गए हैं।	FEAR/ANXIETY	FEAR/ANXIETY
न्यूयॉर्क, कनेक्टीकट और मैसाचुसैट्स में सड़कों पर वाहन चलाने पर प्रतिबंध लगाया गया है।	SADNESS	SADNESS
इनके शवों को निकाल लिया गया है।	SADNESS	SADNESS
हादसे में 17 मजदूरों की मौत हो गई जबकि तीन की हालत अस्पताल में डाक्टरों ने नाजुक बताई।	SADNESS	SYMPATHY/PENSIVENESS
उधर नगर में मोहल्ला कम्मां खान स्थित सरकारी प्राइमरी स्कूल और नियंत्रण रेखा के गांव खड़ी करमाड़ा स्थित हाई स्कूल की छतें पूरी तरह उड़ कर करीब २० मीटर दूर जा गिरी।	OPTIMISM	SADNESS
हालांकि, मौसम विज्ञान केंद्र ने किसी भी क्षेत्र के लिए भारी बारिश और बर्फबारी की चेतावनी जारी नहीं की है।	SADNESS	SADNESS
फिलहाल विल्मा यूकाटन प्रायद्वीप के ऊपरी सिरे से गुजर रहा है और वहां जबर्दस्त तबाही का अंदेशा है।	SADNESS	SADNESS
यही हाल पंजाब और हरियाणा के अन्य जिलों का है।	SADNESS	SADNESS
उन्होंने कहा कि प्राथमिक जांच रिपोर्ट शुक्रवार तक तैयार हो जाएगी।	SYMPATHY/PENSIVENESS	NO-EMOTION
जिन पर पूरी तरह काबू पा लिया गया है।	SADNESS	OPTIMISM
इस इलाके में हुदहुद के कारण भारी बर्फबारी हुई है जो हाल में ही दक्षिण भारत से टकराया था।	SADNESS	SADNESS
दिल्ली में धुंध का असर एयर और ट्रेन ट्रैफिक पर पड़ा।	SADNESS	SADNESS
इस बार भी ऐसी आशंका हो सकती है।	SADNESS	SADNESS
कश्मीर के ऊपरी पहाड़ों पर ताजा बर्फबारी	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
प्रशासन इस पर लगातार नजर बनाए हुए हैं।	SADNESS	SADNESS
यूपी में हांड़ कंपा देने वाली बर्फीली हवाओं का कहर जारी है।	SADNESS	SADNESS
देश भारत में चक्रवाती तूफान हुदहुद के चलते नेपाल में भारी बारिश हुई है।उपग्रहों	SADNESS	SADNESS
सूखा प्रभावित कर्नाटक में सीएम सिद्धारमैया के आने से पहले सड़क धुलने पर खर्च किया 5000 लीटर पानी	FEAR/ANXIETY	DISGUST
तूफानी हवाओं से इस नदी में बाढ़ की सी स्थिति पैदा हो गई थी।	SADNESS	SADNESS
जिसे बमुश्किल जंगलात विभाग की आग बुझाने वाली टीमों ने बुझाया।	SADNESS	OPTIMISM
धूप निकलने की वजह से ठंड से कुछ राहत तो मिल रही है, लेकिन धूप में भी बर्फीली हवा पीछा नहीं छोड़ रही है।	SADNESS	SADNESS
navbharat_2004_6_25_753586 चीन में बारिश और तूफान से 27 मरे, इतने ही लापता	SADNESS	SADNESS
बीकन अधिकारियों के अनुसार कुपवाड़ा-केरन सड़क पर बर्फ हटाने के लिए बुलडोजर के साथ 12 कर्मचारी लगे हुए थे।	SADNESS	SYMPATHY/PENSIVENESS
गौरतलब है कि हाल ही में ताजा बर्फबारी के बाद गुलमर्ग में पहले से हिमस्खलन का खतरा जारी किया गया था।	SADNESS	SADNESS
इस कारण तत्काल सूचना एकत्र नहीं हो पाई है।	NO-EMOTION	SADNESS
इससे पहले कि मैं कुछ समझ पाता, मेरी कार छत पर जा उतरी।	SYMPATHY/PENSIVENESS	FEAR/ANXIETY
बदखशां के प्रांतीय गवर्नर के प्रवक्ता नवीद फ्रोतान ने बताया कि शुरूआती रिपोर्टों में कम से कम 18 लोगों के मरने की खबर है, लेकिन यह तादाद बढ़ भी सकती है।	SADNESS	SADNESS
जब बारिश से अच्छी मात्रा में पानी भर जाता है तो इसका उपयोग ग्रामीण सिंचाई के लिए भी करते हैं।	SADNESS	OPTIMISM
छत्तीसगढ़ के दंतेवाड़ा जिले में नक्सलियों ने 2 पोलिंग बूथों पर पर हमला किया।	FEAR/ANXIETY	ANGER
कनेक्टीकट और मैसाचुसैट्स क्षेत्र में भी सड़कों पर वाहन चलाने पर प्रतिबंध लगाया गया है और लोगों को घरों में रहने का निर्देश दिया है।	SADNESS	SADNESS
साधना टॉप के करीब खूनी नाला इलाके में शुक्रवार दोपहर दो हिमस्खलन की घटनाएं सामने आई।	SADNESS	SADNESS
निचले इलाकों में आ गई है।	SADNESS	SYMPATHY/PENSIVENESS
गांव के सुरेंद्र कुमार बताते हैं कि तालाब की निकली गीली मिट्टी को लोगों ने अपने घरों के खपरैल के लिए प्रयोग किया।	OPTIMISM	OPTIMISM
जनवरी 2017 में भी कुपवाड़ा, बांदीपोरा, बारामूला, गांदेरबाल, कुलगाम, कारिगल में एवलॉन्च का अलर्ट जारी किया गया था। 	SADNESS	SADNESS
देहरादून स्थित मौसम केंद्र के अनुसार पहाड़ों में पाला और मैदानों में कोहरे का क्रम जारी रहेगा।	SYMPATHY/PENSIVENESS	SADNESS
राजधानी पटना सहित पूरा राज्य शीतलहर की चपेट में	SADNESS	SADNESS
पहचान के लिए मृतकों के परिजनों को बुलाया गया है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
navbharat_2003_4_16_43577636 ढाका में तूफान से 11 लोग मरे, 50 घायल	SADNESS	SADNESS
सेना और स्थानीय बचाव दल राहत अभियान चला रहे हैं।	SADNESS	OPTIMISM
उल्लेखनीय है कि उच्च हिमालीय क्षेत्र में वर्ष 2011 और 2016 में भी इस तरह तूफान आ चुका है।	SADNESS	SADNESS
navbharat_2010_4_26_5857877 असम में तूफान से 5 की मौत, 50 घायल	SADNESS	SADNESS
उन्होंने भी कहा कि भूकंप की पूर्व भविष्यवाणी संभव नहीं है।	FEAR/ANXIETY	SADNESS
दिल्ली में पांच साल का सबसे कम तापमान 2.6 डिग्री सेल्सियस दर्ज किया गया।	SADNESS	SADNESS
अमेरिका में इस हफ्ते आए बॉम्ब साइक्लोन से पूरे देश को भारी बर्फबारी का सामना करना पड़ा है।	SADNESS	SADNESS
इसे देखते हुए लोगों ने आशंका जता दी थी कि हिमालयी क्षेत्र में बर्फीला तूफान चल रहा होगा।	SADNESS	SADNESS
उसे इलाज के लिए अस्पताल में भर्ती करवाया गया है।	SADNESS	SADNESS
यह इलाके काफी दूर और संचार सेवाओं से वंचित हैं।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
इस इलाके में हुदहुद के कारण भारी बर्फबारी हुई है जो हाल में ही दक्षिण भारत से टकराया था।	SADNESS	SADNESS
हम उन सभी सैनिकों को सलाम करते हैं जिन्‍होंने सभी चुनौतियों पर काबू पाते हुए सीमाओं की रक्षा की और ड्यूटी पर बलिदान दिया।’	SADNESS	SADNESS
दक्षिण अफ्रीका का संविधान सभी धर्मों के अधिकारों की रक्षा करता है।	OPTIMISM	OPTIMISM
इससे पहले सुबह के न्यूनतम पारे ने मामूली तेजी दिखाते हुए पिछले 24 घंटों में एक डिग्री की छलांग लगाई, ये 4 डिग्री सेल्सियस जा पहुंचा, जो सामान्य से 4 डिग्री सेल्सियस कम रहा। सुबह करीब 11 बजे के आसपास खिली धूप ने दोपहर में तीखे तेवर दिखाए।	SADNESS	SADNESS
नासा इसके पहले आए चार्ली और फ्रांसिस नामक तूफानों से हुई तबाही से ही अभी तक पार नहीं पा सका है।	SADNESS	SYMPATHY/PENSIVENESS
आंधी द्वारा मचाई गई इस तबाही से नगर में कल रात्रि पौने आठ से बंद बिजली आज रात्रि साढे आठ बजे तक बहल नहीं हो पाई थी, जिसके चलते नगर के कई हिस्सों में पानी की सप्लाई भी नहीं हो पाई।	SADNESS	SADNESS
यह सर्दी फील्ड वर्क करने वाले कर्मचारियों, दैनिक मजदूरों, पल्लेदारों, रिक्शा चालकों, यात्रियों पर काफी भारी पड़ रही है।	SADNESS	SADNESS
एजेंसी के मुताबिक देश में इस साल चार बार आए भीषण तूफानों से स्पेस सेंटर को हुई क्षति के कारण यह कदम उठाया गया है।	SADNESS	SADNESS
लापता अधिकारियों की भी खोज की जा रही है।	SADNESS	SADNESS
लेकिन मंगलवार को पशिचमी विक्षोभ ने पानी बरसा कर लोगों को खुश कर दिया।	OPTIMISM	JOY
मेक्सिको ने अपने पूर्वी तट में आए भयंकर समुद्री तूफान के देश में आपताकाल की घोषणा की है।	JOY	SADNESS
बंगाल की खाड़ी के ऊपर हवा का दबाव कम होने के कारण लगातार बारिश हो रही है।	SADNESS	SADNESS
' 90 से 120 किलोमीटर प्रतिघंटा की रफ्तार वाली तूफानी हवाओं के साथ-साथ मूसलाधार वर्षा भी शुरू हो गई।	SADNESS	SADNESS
शहर में ऐसा पहली बार हुआ है कि बर्फबारी के कारण सबवे को बंद किया गया है वहीं न्यू जर्सी शहर में रेल और बस सेवा कल से ही बंद है और कल तक इसके बहाल होने की संभावना नहीं है।	SADNESS	SADNESS
समाचार एजंसी एएनआई के मुताबिक पुलिस ने मुठभेड़ में पाकिस्तान के अबु दुजाना, जो आतंकी संगठन लश्कर-ए-तैबा का कमांडर भी था, के मारे जाने की भी पुष्टि कर दी है।	JOY	JOY
उल्लेखनीय है कि दक्षिण अफ्रीका की 5.5 करोड़ आबादी में से 1.5 प्रतिशत आबादी मुस्लिम है।	SADNESS	NO-EMOTION
कंपनी 20 मिनट की उड़ान के लिए प्रति व्यक्ति 5 हजार रु. वसूल रही है।	SADNESS	SADNESS
इससे कई स्थानों पर बाढ़ आ गई और दक्षिण तथा पूर्वी ताइवान में भूस्खलन भी हुआ।	SADNESS	SADNESS
उसकी गिरफ्तारी साल 2014 में शोपियां से की गई थी और वह सेंट्रल जेल में बंद था।	SADNESS	SADNESS
तुर्की के सबसे बड़े शहर इस्तांबुल के एक पर्यटन स्थल पर मंगलवार को आतंंकियों ने हमला किया।	DISGUST	SADNESS
बेंग्वेट और कलिंगा प्रांतों में भूस्खलन से दो लोगों की मौत हुई वहीं सिविल डिफेंस कार्यालय के सूत्रों के मुताबिक अरोरा प्रांत में एक महिला और उसकी पुत्री की डूबने से मौत हो गयी।	SYMPATHY/PENSIVENESS	SADNESS
इनमें गाजा पट्टी की ओर जाने वाली सुरंगें भी शामिल हैं।	SADNESS	DISGUST
बृहस्पतिवार सुबह साढ़े सात बजे ट्रैकिंग एजेंसी की 36 सदस्यीय रेस्क्यू टीम भुजखर्क की ओर रवाना हुई।	NO-EMOTION	NO-EMOTION
न्यूयॉर्क, बॉस्टन और न्यू इंग्लैंड में सर्दी के चलते लोग घरों में कैद रहने को मजबूर हैं।	SADNESS	SADNESS
इसके बाद तूफान ने उत्तर की ओर रुख कर लिया है।	SADNESS	SADNESS
: अमेरिका के राष्ट्रपतिपति जॉर्ज डब्ल्यू बुश ने बांग्लादेश में सीडर तूफान से हुई तबाही पर शोक जताते हुए उसे 21 लाख डॉलर की मदद देने की घोषणा की है।	SADNESS	JOY
किसानों के कर्जे व बिजली बिल माफ किया जाय।	OPTIMISM	OPTIMISM
अलर्ट मोड में सरकार	NO-EMOTION	OPTIMISM
हालात इतने बिगड़ गए हैं कि लोग बर्फबारी और जाम के चलते अपने घरों तक नहीं पहुंच पा रहे हैं।	SADNESS	SADNESS
आग लगी थी जहाज में	FEAR/ANXIETY	SADNESS
मौसम विभाग के मुताबिक 95 किलोमीटर प्रतिघंटे की रफ्तार से चली तेज आंधी के कारण पूरी राजधानी अंधकार में डूब पूरा इलाका करीब पौने घंटे तक तूफान की चपेट में रहा।	SADNESS	SYMPATHY/PENSIVENESS
किसानों ने प्रशासन को चेतावनी देते हुए कहा कि अगर सरकार किसानों की माग नही मानी तो वे सड़क पर उतरकर उग्र आन्दोलन करने पर मजबूर होंगे।	SADNESS	SYMPATHY/PENSIVENESS
हालांकि कुछ देर के लिए धूप निकली लेकिन उससे लोगों को राहत नहीं के बराबर ही रही।	JOY	SYMPATHY/PENSIVENESS
बदखशां के प्रांतीय गवर्नर के प्रवक्ता नवीद फ्रोतान ने बताया कि शुरूआती रिपोर्टों में कम से कम 18 लोगों के मरने की खबर है, लेकिन यह तादाद बढ़ भी सकती है।	SADNESS	SADNESS
सुबह के समय बूंदाबांदी, दिन भर छाए रहे बादल।	SADNESS	SADNESS
चक्रवात के चलते दक्षिण और दक्षिण पश्चिम जिलों में लगभग पांच लाख हेक्टेयर भूखंड में लगी फसल बर्बाद हो गई है और लगभग छह लाख टन खाद्यान्न का नुकसान हुआ है।	SADNESS	SADNESS
इस कारण तत्काल सूचना एकत्र नहीं हो पाई है।	NO-EMOTION	SADNESS
पिछले 24 घंटों के दौरान दादरी जिले में अधिकतम तापमान 23 व न्यूनतम 8 डिग्री सेल्सियस दर्ज किया गया।	SADNESS	SADNESS
इंडियाना प्रांत में बर्फीली फिसलन के कारण 157 गाड़ियां आपस में भिड़ गई हैं।	SADNESS	SADNESS
बचाव दल और जापानी सेना मलवा और बाढ़ से प्रभावित नदियों में लापता लोगों की तलाश कर रही है।	SADNESS	SADNESS
साथ ही कुपवाड़ा समेत सभी ऊपरी इलाकों में रहने वाले लोगों को एहतियात बरतने की सलाह भी दी गई थी।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
navbharat_2009_1_19_4000622 कसब 2 फरवरी तक पुलिस हिरासत में	NO-EMOTION	NO-EMOTION
प्रांतीय सरकार के एक प्रवक्ता ने बताया कि 109 लोगों की मौत घर ढह जाने के कारण हुई है , जबकि 55 की मौत तूफान के कारण आयी आदि कारणों से।	SADNESS	SADNESS
नई दिल्ली (भाषा): अमेरिका में आंतकवादी हमले और गुजरात भूकंप जैसे बाहरी एवं अंदरूनी कारणों को देखते हुए नौंवी पंचवर्षीय योजना ( 1997-2002) में औद्योगिक उत्पादन विकास दर के लिए निर्धारित 8.2 प्रतिशत का लक्ष्य हासिल करने की संभावना काफी कमजोर है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
इसके साथ ही ठंड से मरने वालों की संख्या बढकर 125 हो गई है।	SADNESS	SADNESS
इसके अलावा कुल्लू शहर, भुंतर व अन्य स्थानों पर भी सुबह से आसमान में बादलों का डेरा लगा रहा।	SADNESS	SADNESS
आग लगने के कारणों का पता नहीं चल सका है।	SADNESS	DISGUST
गुलगर्म में शाम तक आठ इंच, पहलगाम में छह इंच और सोनमर्ग में दस इंच ताजा बर्फ जमा हो गई थी।	SADNESS	SADNESS
श्रीनगर में एलओसी  के साथ  सटे बटालिक सेक्टर में हिमस्खलन के बाद लापता हुए तीन सैन्यकर्मी शहीद हो गए हैं।	SADNESS	SADNESS
बुधवार को भी खराब मौसम के चलते रेस्क्यू अभियान नहीं चल पाया था।	SADNESS	SADNESS
जनवरी 2017 में भी कुपवाड़ा, बांदीपोरा, बारामूला, गांदेरबाल, कुलगाम, कारिगल में एवलॉन्च का अलर्ट जारी किया गया था। 	SADNESS	SADNESS
इसी साल मई , सितंबर , अक्तूबर और दिसंबर के महीने में भी 26 तारीख को जापान , चीन और ईरान में भूकंप आए थे।	SADNESS	SADNESS
किन्नौर में भी सुबह से ही जिले के ऊंचाई वाले क्षेत्रों में रुक-रुक कर हिमपात हुआ।	SADNESS	SADNESS
गौरतलब है कि ओमान में तूफान के दौरान तेज हवाओं की रफ्तार 170 किलोमीटर प्रति घंटा तक थी।	SADNESS	SURPRISE
इस समय सुरक्षा बलों के साथ मतदान कर्मी मतदान केंद्र की ओर जा रहे थे।	JOY	NO-EMOTION
बता दें कि बायोमीट्रिक प्रेशर वातावरण का दबाव होता है और मिलीबार इसे मापने की इकाई यानी यूनिट है।	SADNESS	SADNESS
कश्मीर में हिमस्खलन की चपेट में आने से छात्र की उत्तरी कश्मीर के कुपवाड़ा के मच्छेल इलाके से 11 किलोमीटर ऊपर पहाड़ी क्षेत्र सुंतवारी बाला में शनिवार को मदरसा जा रहे एक छात्र काठवार गांव निवासी महराज खान (15) की की चपेट में आने से की मौत हो गई।	SADNESS	SADNESS
हालांकि, बाद में हॉस्पिटल में उनकी मौत हो गई।	SADNESS	SADNESS
प्रांत की राजधानी हांगझू में प्रवक्ता ने कहा कि मरने वालों में 144 स्थानीय लोग हैं , जबकि 20 अन्य प्रांतों से आए श्रमिक हैं।	SADNESS	SADNESS
इस दौरान 11 साल के अब्दुल वाहिद पर्रे को जिंदा रेस्क्यू किया गया, जिसे तुरंत श्रीनगर के एसएमएचएस अस्पताल रेफर किया गया।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
इससे तूफान काफी ताकतवर हो जाता है।	SADNESS	SADNESS
navbharat_2006_5_13_1528355 जेठ में पुरवइया मानसून को ठंडा न कर दे	NO-EMOTION	SYMPATHY/PENSIVENESS
उसके बाद उन्हें नजदीकी अस्पताल में भर्ती कराया गया था।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
प्रशासन के अनुसार यह हलचल उच्च हिमालयी क्षेत्र में हुई हैं।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
शिन्हुआ समाचार एजेंसी ने खबर दी कि जन सुरक्षा ब्यूरो के निदेशक क्वो चुनचेंग और दो पुलिस अधिकारी स्थानीय लोगों को सुरक्षित स्थानों पर पहुंचाने के क्रम में के पानी में बह शांशियन काउंटी में पिछले दो दिन में 300 मिलीमीटर वर्षा दर्ज की गई और भूस्खलन के कारण कई घर ध्वस्त हो गए।	SADNESS	SYMPATHY/PENSIVENESS
कुफरी के अलावा छराबड़ा, फागू, खड़ापत्थर और नारकंडा में भी बर्फबारी हुई।	SADNESS	SADNESS
यूपी में ठंड का कहर जारी, अब तक 93 लोगों की मौत, फिलहाल राहत की संभावना नहीं	SADNESS	SADNESS
राज्य में तीन सप्ताह पहले आए तूफान से अभी लोग उबर नहीं पाए है और एक बार अधिकारियों ने भारी तबाही की आशंका जताई है।	SADNESS	SADNESS
उल्लेखनीय है कि वर्ष 2001 में ताइवान में भीषण तूफान के कारण 200 लोगों की मौत हो गई थी।	SADNESS	SADNESS
गढ़वाल मंडल में नौ सौ हैक्टेयर जंगल आग की लपेट से प्रभावित हैं।	FEAR/ANXIETY	SADNESS
उन्होंने कहा कि सुरक्षा बलों की इस कार्रवाई में दो व्यक्ति घायल हो गए।	JOY	SADNESS
यूपी समेत देश के कई हिस्सों में शीतलहर, दिल्ली में धुंध के चलते 49 ट्रेन-20 फ्लाइट लेट	FEAR/ANXIETY	SADNESS
बटालिक सेक्टर में गत शाम को हिमस्खलन हुआ था।	SADNESS	SADNESS
navbharat_2009_2_22_4170895 मुंबई हमले में चार्जशीट दो-तीन दिन में दायर होगी	SURPRISE	NO-EMOTION
के मौसम विभाग के वैज्ञानिकों के मुताबिक, यह प्रोजेक्‍ट अभी प्रयोग के स्‍तर पर है।	FEAR/ANXIETY	SADNESS
इस अटैक से ठीक पहले ट्रेनिंग सेंटर में 5 ब्लास्ट हुए।	NO-EMOTION	FEAR/ANXIETY
चंबा में वीरवार को बर्फबारी हुई।	SADNESS	SADNESS
navbharat_2006_5_13_1528445 बांग्लादेश में तूफान से 10 लोगों की मौत	SYMPATHY/PENSIVENESS	SADNESS
navbharat_2002_4_24_9681003 पूर्वी उत्तर प्रदेश में आए तूफान में 20 व्यक्ति मरे	SADNESS	SYMPATHY/PENSIVENESS
देश के ईस्ट कोस्ट में टेम्परेचर गिरने से लोगों को परेशानी हो रही है।	SADNESS	SADNESS
जम्मू, राज्य में नियंत्रण रेखा (एलओसी) के अग्रिम इलाकों में भारी बर्फबारी से हुए हिमस्खलन में सेना के पांच जवान लापता हो गए।	SADNESS	SADNESS
लददाख में आया भारी हिमस्खलन, शहीद हुए चार जवान	SADNESS	SADNESS
बच्चे की हालत स्थिर बताई जा रही है।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
navbharat_2004_7_13_776079 शंघाई में तूफान से सात लोग मरे, 20 घायल	SADNESS	SADNESS
उन्हें अस्पताल पहुंचाया गया, जहां उन्होंने दम तोड़ इस हादसे में अन्य दो लोग घायल हो गए।	SADNESS	SADNESS
इनमें से एक जवान लापता हैं, जबकि भवन तमांग को रेसेक्‍यू कर लिया गया था।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
मारे गए आतंकियों को लेकर जम्मू-कश्मीर पुलिस के डीजीपी एसपी वैद्य ने कहा था, “आतंकियों के शवों को बरामद किया जाना बाकी है।	SADNESS	NO-EMOTION
इससे पहले मार्च 2014 में इस शहर में एक कार बम धमाका हुआ था।	SADNESS	DISGUST
18 को री-शेड्यूल और 14 ट्रेन रद्द करनी पड़ी है।	SADNESS	SADNESS
अमेरिकी मीडिया के अनुसार, मेसाच्युसेट्स में करीब ढाई लाख लोग बिना बिजली के हैं।	SADNESS	SADNESS
काठमांडू।	NO-EMOTION	NO-EMOTION
विभाग के अनुसार देश के समूचे पूर्वी हिस्से में बर्फीले तूफान का कहर रहेगा लेकिन इसका सबसे ज्यादा असर न्यूयॉर्क शहर पर दिखेगा जहां सर्द हवाओं के साथ भारी हिमपात होने का अनुमान है।	SADNESS	SADNESS
तूफान के कारण बीमा कंपनियों पर भी प्रभावित लोगों और कंपनियों की अरबों डॉलर की देनदारी हो गई है।	SADNESS	SYMPATHY/PENSIVENESS
को ओर दिनों की अपेक्षा धूप अच्छी खिली थी, लेकिन मौसम की नमी और शीत लहर के सामने इसका असर ना के बराबर रहा।	SADNESS	SYMPATHY/PENSIVENESS
पिछले कुछ दिनों से नेपाल के पश्चिमी क्षेत्र में मूसलधार बारिश हो रही है।	SADNESS	SADNESS
यह इलाके काफी दूर और संचार सेवाओं से वंचित हैं।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
बिगड़ सकते हैं ईस्ट कोस्ट के हालात	SADNESS	SADNESS
बाद में श्रीलंकाई टीम को हेलिकॉप्टर के जरिए स्टेडियम से बाहर निकाला गया।	SYMPATHY/PENSIVENESS	SADNESS
हादसेनेपाल की ट्रैकिंग और पर्वतारोहण उद्योग के लिए मौजूदा साल अच्छा नहीं रहा है।अप्रैल	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
लोगों की मार्निंग वॉक थम गई है।	SADNESS	SADNESS
वहीं , प्रोफेसर रूनवाल का मानना है कि ऐसी परिस्थिति से निपटने की तैयारी के साथ-साथ लोगों में जागरूकता लाने की भी जरूरत है।	OPTIMISM	JOY
काठमांडू।	NO-EMOTION	NO-EMOTION
रहा। खजुराहो, ग्वालियर, नौगांव और रीवा में कोल्ड-डे रहा।	OPTIMISM	SADNESS
अफगानिस्तान के आपदा प्रबंधन एवं मानवीय मामलों के मंत्री के प्रवक्ता उमर मोहम्मदी ने बताया कि देश के 34 में से 22 प्रांतों में बर्फबारी हुई है।	SADNESS	SADNESS
उधमपुर स्थित सेना के प्रवक्ता कर्नल एसडी गोस्वामी ने बताया कि चार जवान लद्दाख के दक्षिणी ग्लेशियर पर पेट्रोलिंग के लिए निकले थे कि उसी समय कल शाम 4.30 बजे भारी हिमस्खलन आ गया और उसमें चारों जवानों की मौत हो गई।	SADNESS	SADNESS
मौसम विभाग का पूर्वानुमान अच्छा है और हम उम्मीद करते हैं कि हम मानसून आने तक काम चला लेंगे।	FEAR/ANXIETY	OPTIMISM
इससे फ्लॉरिडा केप और दूसरे हिस्सों में रहने वाले लोगबाग अपने घरों को छोड़कर सुरक्षित जगहों की ओर जा रहे हैं।	JOY	SADNESS
मकानों को काफी नुकसान पहुंचा था।	SADNESS	SADNESS
कोहरे, सर्द हवाओं से बढ़ी गलन	SADNESS	SADNESS
जापान मौसम विज्ञान एजेंसी (जेएमए) ने कहा कि शुरू में ज्वालामुखी के दक्षिण की ओर से धुआं उठता देखा गया था और उच्च तीव्रता वाले भूकंप के झटके भी दर्ज हुए।	FEAR/ANXIETY	SADNESS
एक अर्से के बाद इतना जोरदार भूकंप आया।	SADNESS	SYMPATHY/PENSIVENESS
हाल ही रेड क्रॉस और नेशनल इमरजेंसी मैनेजमेंट एजेंसी (नेमा) ने इसकी पुष्ट‍ि की है।	OPTIMISM	OPTIMISM
- बॉम्ब साइक्लोन या बॉम्बोजेनेसिस तब आता है, जब किसी तूफान का बायोमीट्रिक प्रेशर 24 घंटे के भीतर 24 मिलीबार्स से कम हो जाता है।	SADNESS	SADNESS
जिंदगी की जद्दोजहद में अचानक उनके हाथ संदूक का एक ताला लगा।	SADNESS	SADNESS
अमेरिका के पूर्वोत्तर तटीय क्षेत्र में हफ्तेभर के भीतर दूसरी बार बर्फीले तूफान ने दस्तक दी।	SADNESS	SADNESS
झारखंड में ठंडी हवाओं ने किया बेहाल	SADNESS	SYMPATHY/PENSIVENESS
पेईचिंग (रॉयटर):	NO-EMOTION	NO-EMOTION
इसके चलते लोगों को खराब मौसम और भारी बर्फबारी का सामना करना पड़ रहा है।	SADNESS	SADNESS
दूसरी घटना में एक पैसेंजर सूमो (जेके09-3249) में की चपेट में आ गई।	SADNESS	SADNESS
मुंबई ।। मुंबई के आतंकवादी हमलों के मामले में चार्ज शीट अगले दो से तीन दिन में दायर होने की संभावना है।	SURPRISE	NO-EMOTION
श्रीनगर. कुपवाड़ा के माछिल सेक्टर में शनिवार को 56 राष्ट्रीय राइफल्स की पोस्ट के 5 जवान बर्फ में फंस सीनियर आर्मी अफसर ने बताया कि पोस्ट तक जाने वाला रास्ता भारी बर्फ की चपेट में आ गया।	SADNESS	SADNESS
न्यूयॉर्क के कई इलाकों में बर्फ की एक फुट मोटी चादर बिछ गई है।	SADNESS	SADNESS
दो दिन में 1500 उड़ानें रद्द हो चुकी हैं।	SADNESS	SADNESS
हालांकि अभी तक यह मालूम नहीं हुआ कि आखिरकार कि किसने हमले करवाए।	FEAR/ANXIETY	DISGUST
बता दें कि पिछले वर्ष दिसंबर में कुपवाड़ा और बांडीपोरा में भी हिमस्खलन की दो घटनाएं हुई थीं, जिसमें सेना के पांच जवान लापता हो गए थे।	SADNESS	SADNESS
करीब 22 घंटे के बाद ऑपरेशन में कामयाबी मिली।	NO-EMOTION	JOY
navbharat_2004_9_27_865156 फ्लोरिडा तूफान की चपेट में, नासा को भी नुकसान	SADNESS	SADNESS
इस समय नियंत्रण रेखा से सटे इलाके में पांच फीट के करीब बर्फ जमा है और क्षेत्र में बर्फबारी जारी है।	SADNESS	SADNESS
उनके घर ग्रामीणों का तांता लगा रहा।	SYMPATHY/PENSIVENESS	NO-EMOTION
आर्थिक नुकसान ज्यादा	NO-EMOTION	SADNESS
दीपक यादव 1 फरवरी को श्रीनगर बॉर्डर के अनंतनाग जिले में खंडवाल सेक्टर में  99 आरटीसी बटालियन में पोस्टेड थे।	SADNESS	SYMPATHY/PENSIVENESS
शाम तक हजारों विमान सेवाएं और सार्वजनिक यातायात के अन्य साधनों के पहिये भी थम गए।	SYMPATHY/PENSIVENESS	SYMPATHY/PENSIVENESS
navbharat_2007_11_26_2570785 भूकंप ने दिया दिल्ली को झटका	SADNESS	SADNESS
बुधवार को पूरे दिन आसमान में बादल छाए रहे।	SADNESS	SADNESS
जैसे ही बस मरदान के सुनहरी मस्जिद इलाके में पहुंची, ब्लास्ट हो गया।	SADNESS	SADNESS
राज्य सरकार ने भूकंप प्रभावित जिलों , उद्योगों और लघु इकाइयों के लिए अनेक पैकेज की घोषणा की है।	JOY	JOY
तूफान प्रभावित क्षेत्रों में करीब 78 लाख लोग रहते है।	SADNESS	SYMPATHY/PENSIVENESS
मैं अपनी बेटी के साथ भागी।	SADNESS	SYMPATHY/PENSIVENESS
